ABU ’L-HASAN 'ALI IBN ISMA'IL AL AS 'ARI’S,الإبانة عن أصول الديانة
"Now he who summons them to that is not the Prophet, to whom God said, “say, ‘ By no means shall ye ever take the field with me, and by no means shall ye fight an enemy with me; ’” and He said also in the Surah of Victory, “Fain would they change the word of God;” and therefore He refuses to let them take the field with His Prophet, and makes their taking the field with him a changing of His word; and from that it necessarily follows that the summoner who will summon them to fighting is one who will summon after His Prophet.","والداعي لهم إلى ذلك غير النبي صلى الله عليه وسلم الذي قال الله عز وجل له: (قل لن تخرجوا معي أبدا ولن تقاتلوا معي عدوا) من الآية (83 /9)، وقال تعالى في سورة الفتح: (يريدون أن يبدلوا كلام الله) من الآية (15 /48) فمنعهم الخروج مع نبيه صلى الله عليه وسلم وجعل خروجهم معه تبديلا لكلامه، فوجب بذلك أن الداعي الذي يدعوهم إلى القتال داع يدعوهم بعد نبيه صلى الله عليه وسلم،"
"People say, “They are Persians,” and they say, “The people of the Yamamah;” and it is true that Abu Bakr the Veracious fought with them and issued a summons to fight with them.","وقد قال الناس: هم أهل فارس، وقالوا: أهل اليمامة، فإن كانوا أهل اليمامة فقد قاتلهم بعد نبيه صلى الله عليه وسلم أبو بكر الصديق رضي الله عنه،"
"And if they are the Byzantines, the Veracious fought with them also; and if they are the Persian people, there was fighting with them in the days of Abu Bakr and ‘Umar fought with them after him and made an end of them.","وإن كانوا الروم فقد قاتلهم الصديق أيضا، وإن كانوا أهل فارس فقد قوتلوا في أيام أبي بكر رضي الله عنه، وقاتلهم عمر رضي الله عنه من بعده وفرغ منهم."
,
"Now since the imamate of ‘Umar is necessarily true, the imamate of Abu Bakr is necessarily true, just as the imamate of ‘Umar is necessarily true, because Abu Bakr transmitted the imamate to him; and therefore the Qur’an furnishes proof of the imamate of the Veracious and the Distinguisher; ‘ and since the imamate of Abu Bakr, after the Apostle of God, is necessarily true, he must be the best of the Muslims.","وإذا وجبت إمامة عمر رضي الله عنه وجبت إمامة أبي بكر رضي الله عنه، كما وجبت إمامة عمر رضي الله عنه؛ لأنه العاقد له الإمامة، فقد دل القرآن على إمامة الصديق رضي الله عنه والفاروق رضي الله عنه. وإذا وجبت إمامة أبي بكر رضي الله عنه بعد رسول الله صلى الله عليه وسلم وجب أنه أفضل المسلمين."
,
,
Another proof: The ijma* on the imamate of Abu Bakr the Veracious.,دليل آخر من الإجماع على إمامة أبي بكر رضي الله عنه:
"Among the things that prove the imamate of the Veracious is the fact that the Muslims all followed him, and were subject to his imamate, and said to him, “0 caliph of the Apostle of God!”","ومما يدل على إمامة الصديق رضي الله عنه أن المسلمين جميعا بايعوه وانقادوا لإمامته، وقالوا له: يا خليفة رسول الله صلى الله عليه وسلم."
,
We have also seen that 'Ali and al-'Abbas obeyed him and acknowledged his imamate.,"ورأينا عليا والعباس رضي الله عنهما بايعاه رضي الله عنه وأقرا له بالإمامة،"
"Now since the Rafidah say, “‘Ali is the one designated for his imamate,” and the Rawandiyyah say, “Al-‘Abbas is the one designated for his imamate,” there are but three beliefs among men with regard to the imamate:","وإذا كانت الرافضة يقولون: إن عليا رضي الله عنه هو المنصوص على إمامته، والراوندية تقول: العباس هو المنصوص على إمامته، ولم يكن للناس في الإمامة إلا ثلاثة أقوال:"
"(1) there are those who say, “The Prophet designated the imamate of the Veracious, who is the imam after the Apostle;”","من قال منهم: إن النبي صلى الله عليه وسلم نص على إمامة أبي بكر الصديق رضي الله عنه، وهو الإمام بعد رسول الله صلى الله عليه وسلم."
"(2) there is the belief of those who say, “He designated the imamate of ‘Ali;’’",وقول من قال: نص على إمامة علي رضي الله عنه.
,
"and (3) there is the belief of those who say, “The imam after him is al-'Abbas.”",وقول من قال: الإمام بعده العباس.
,
"The belief of those who say, “He is Abu Bakr the Veracious,” is based on the unanimous consent of the Muslims and the witness of it he received; and, furthermore, we see that ‘Ali and al-'Abbas obeyed him and agreed upon his imamate; and therefore he must be imam after the Prophet [p. 73] by the unanimous consent of the Muslims.","وقول من قال: هو أبو بكر الصديق رضي الله عنه، هو بإجماع المسلمين والشهادة له بذلك."
,"ثم رأينا عليا رضي الله عنه والعباس رضي الله عنه قد بايعاه وأجمعا على إمامته، فوجب أن يكون إماما بعد النبي صلى الله عليه وسلم بإجماع المسلمين."
,
"Nobody may say, “The private opinions of ‘Ali and al-'Abbas are different from their expressed opinions,” for if this claim could legitimately be made, unanimous consent would not be sound, and one might make that statement regarding every unanimous consent of the Muslims.","ولا يجوز لقائل أن يقول كان باطن علي والعباس خلاف ظاهرهما، ولو جاز هذا لمدعيه لم يصح إجماع، وجاز لقائل أن يقول ذلك في كل إجماع للمسلمين."
,
"This disposes of the Secret meaning of unanimous consent, because God has not subjected us in the unanimous consent to the private opinions of men, but only to their expressed opinions.","وهذا يسقط حجة الإجماع؛ لأن الله تعالى لم يتعبدنا في الإجماع بباطن الناس، وإنما تعبدنا بظاهرهم، وإذا كان كذلك فقد حصل الإجماع والاتفاق على إمامة أبي بكر الصديق رضي الله عنه."
