THE,كتاب الأموال
"(552) Ibn Abi Maryam related to us from Yahya ibn Ayyub from Ibn Harmala from Muhammad ibn lyas ibn Salama ibn al-Akwa' that his father, Salama ibn al-Akwa', related to him that he went to Madina where he met Burayda ibn al-Husayb, who said: “You have gone back from your hijra, O Salama.","540 - حَدَّثَنَا ابْنُ أَبِي مَرْيَمَ، عَنْ يَحْيَى بْنِ أَيُّوبَ، عَنِ ابْنِ حَرْمَلَةَ، عَنْ مُحَمَّدِ بْنِ إِيَاسِ بْنِ سَلَمَةَ بْنِ الْأَكْوَعِ، أَنَّ أَبَاهُ حَدَّثَهُ أَنَّ سَلَمَةَ بْنَ الْأَكْوَعِ قَدِمَ الْمَدِينَةَ، فَلَقِيَهُ بُرَيْدَةُ بْنُ الْحُصَيْبِ، فَقَالَ: ارْتَدَدْتَ يَا سَلَمَةُ عَنْ هِجْرَتِكَ؟"
He replied: “God forbid.,"فَقَالَ: مَعَاذَ اللَّهِ،"
"By God, I have permission from the Messenger of God (pbuh).","وَاللَّهِ إِنِّي فِي إِذْنٍ مِنْ رَسُولِ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ،"
,
"I heard the Messenger of God (pbuh) saying, ‘Settle down in the valleys.",إِنِّي سَمِعْتُ رَسُولَ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يَقُولُ: اسْكُنُوا الشِّعَابَ.
,
"They said to him, ‘O Messenger of God, we are afraid that this will damage our emigration.","فَقَالُوا: يَا رَسُولَ اللَّهِ، إِنَّا نَخَافُ أَنْ يَضُرَّنَا ذَلِكَ فِي هِجْرَتِنَا"
"He replied, ‘You are MuhajirUn wherever you are.",
"What confirms this and elaborates it is a tradition from the Prophet (pbuh): “He who leaves behind wealth does so for his heirs, while he who leaves behind a debt does so for God and His Messenger.","فَقَالَ: أَنْتُمْ مُهَاجِرُونَ حَيْثُمَا كُنْتُمْ قَالَ أَبُو عُبَيْدٍ: وَمِمَّا يُصَدِّقُ ذَلِكَ وَيُوَضِّحُهُ حَدِيثُ النَّبِيِّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: مَنْ تَرَكَ مَالًا فَلِوَرَثَتِهِ، وَمَنْ تَرَكَ دَيْنًا فَإِلَى اللَّهِ وَرَسُولِهِ"
,
"(553) 'Abd Allah ibn Salih related to us from al-Layth from Yunus al-Ayli from Ibn Shihab from Abu Salama from Abu Hurayra, who said: “When the Messenger of God (pbuh) was brought a dead person (for burial prayer) he used to ask, ‘Has he left enough for his debts?’ If the reply was that he had left enough he used to pray for his burial; otherwise he used to say, ‘Pray for your companion.","541 - حَدَّثَنَا عَبْدُ اللَّهِ بْنُ صَالِحٍ، حَدَّثَنَا اللَّيْثُ، عَنْ يُونُسَ الْأَيْلِيِّ، عَنِ ابْنِ شِهَابٍ، عَنْ أَبِي سَلَمَةَ، عَنْ أَبِي هُرَيْرَةَ، قَالَ: كَانَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يُؤْتَى بِالْمَيِّتِ عَلَيْهِ الدَّيْنُ، فَيَقُولُ: «هَلْ تَرَكَ لِدَيْنِهِ وَفَاءً؟» فَإِنْ حَدَثَ أَنَّهُ تَرَكَ لِدَيْنِهِ وَفَاءً صَلَّى عَلَيْهِ، وَإِلَّا قَالَ: «صَلُّوا عَلَى صَاحِبِكُمْ» ."
,
"When God had granted him conquests, he announced, ‘I have a greater right over the believers than their own selves.","قَالَ: فَلَمَّا فَتَحَ اللَّهُ عَلَيْهِ الْفُتُوحَ، قَالَ: «أَنَا أَوْلَى بِالْمُؤْمِنِينَ مِنْ أَنْفُسِهِمْ"
"If someone dies leaving behind a debt, it is obligatory on me to repay it.",فَمَنْ تُوُفِّيَ وَعَلَيْهِ دَيْنٌ فَعَلَيَّ قَضَاؤُهُ 
,
"As for him who leaves behind wealth, he does so for the heirs.",وَمَنْ تَرَكَ مَالًا فَلِوَرَثَتِهِ»
"(554) Zayd ibn al-Hubab related to us from Shu^a from Budayl ibn Maysara from 'A1I ibn Abi Talha from Rashid ibn SaM* from Abu 'Amir al-Hawzani from al-Miqd3m ibn Mu'iddl Karib, who said: “The Messenger of God (pbuh) said, ‘He who leaves behind wealth, does so for his heirs, while he who leaves behind a debt, leaves it for God’ — perhaps, he said, Tor God and His Messenger’.","542 - وَحَدَّثَنَا زَيْدُ بْنُ الْحُبَابِ، عَنْ شُعْبَةَ، عَنْ بُدَيْلِ بْنِ مَيْسَرَةَ، عَنْ عَلِيِّ بْنِ أَبِي طَلحَةَ، عَنْ رَاشِدِ بْنِ سَعْدٍ، عَنْ أَبِي عَامِرٍ [ص:282] الْهَوْزَنِيِّ، عَنِ الْمِقْدَامِ بْنِ مَعْدِيكَرِبَ، قَالَ: قَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: مَنْ تَرَكَ مَالًا فَلِوَرَثَتِهِ وَمَنْ تَرَكَ كَلًّا فَإِلَى اللَّهِ - وَرُبَّمَا قَالَ: فَإِلَى اللَّهِ وَرَسُولِهِ -"
The maternal uncle is the heir of one who dies intestate; he inherits from him and pays the blood money on his behalf.,"وَالْخَالُ وَارِثُ مَنْ لَا وَارِثَ لَهُ، يَرِثُهُ وَيَعْقِلُ عَنْهُ،"
"And, I am the heir of one who does not have an heir","وَأَنَا وَارِثُ مَنْ لَا وَارِثَ لَهُ،"
I inherit from him and pay his blood money on his behalf.,أَرِثُهُ وَأَعْقِلُ عَنْهُ
"(555) Sa'id ibn Abi Maryam related to us from Yahya ibn AyyUb from al-Qahhak ibn Shurahbil from A'yan ibn Yahya, who said: “I heard Anas ibn Malik saying, ‘The Messenger of God (pbuh) said, “He who dies leaving a debt leaves it for God and His Messenger, while he who dies leaving something leaves it for his heirs.","543 - وَحَدَّثَنَا سَعِيدُ بْنُ أَبِي مَرْيَمَ، حَدَّثَنَا يَحْيَى بْنُ أَيُّوبَ، عَنِ الضَّحَّاكِ بْنِ شُرَحْبِيلَ، عَنْ أَعْيَنَ أَبِي يَحْيَى، قَالَ: سَمِعْتُ أَنَسَ بْنَ مَالِكٍ، يَقُولُ: قَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: مَنْ مَاتَ وَتَرَكَ دَيْنًا فَدَيْنُهُ إِلَى اللَّهِ وَرَسُولِهِ وَمَنْ مَاتَ وَتَرَكَ شَيْئًا فَهُوَ لِلْوَرَثَةِ"
AbU 'Ubayd said: Notice that the first directive of the Prophet (pbuh) about debts was different from his later directive.,قَالَ أَبُو عُبَيْدٍ: أَفَلَا تَرَاهُ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ كَانَ حُكْمُهُ الْأَوَّلُ فِي الدُّيُونِ قَبْلَ الْفُتُوحِ غَيْرَ حُكْمِهِ بَعْدَهَا
In the later directive he deemed himself bound to repay the debts of the Muslims in general.,"أَنَّهُ أَلْزَمَ نَفْسَهُ قَضَاءَهَا عَنِ الْمُؤْمِنِينَ عَامَّةً،"
"His later act is binding, because it is the abrogating view.",وَإِنَّمَا يُؤْخَذُ بِالْآخِرِ مِنْ فِعْلِهِ؛ لِأَنَّهُ النَّاسِخُ
"If he was ready to give them a right after death, their right during life should have a higher priority.",فَإِذَا رَأَى لَهُمْ حَقًّا بَعْدَ الْمَوْتِ فَهُوَ فِي الْحَيَاةِ أَحْرَى أَنْ يَرَى
There is another tradition about this.,وَمِنْ ذَلِكَ حَدِيثٌ لَهُ آخَرُ
"(556) Yahya ibn Sa'id related to us from Sa'id ibn 'ArUba from Qatada from al-Hasan from Qays ibn 'Abbad from 'Ali ibn Abi Talib from the Prophet (pbuh), who said: “The lives of the believers are equally protected, and even their lowest will strive to grant them security; they stand united against all others.","544 - حَدَّثَنَا يَحْيَى بْنُ سَعِيدٍ، عَنْ سَعِيدِ بْنِ أَبِي عَرُوبَةَ، عَنْ قَتَادَةَ، عَنِ الْحَسَنِ، عَنْ قَيْسِ بْنِ عَبَّادٍ، عَنْ عَلِيِّ بْنِ أَبِي طَالِبٍ، عَنِ النَّبِيِّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ قَالَ: «الْمُؤْمِنُونَ تَتَكَافَأُ دِمَاؤُهُمْ، وَيَسْعَى بِذِمَّتِهِمْ أَدْنَاهُمْ، وَهُمْ يَدٌ عَلَى مَنْ سِوَاهُمْ»"
Abu 'Ubayd said: The Prophet (pbuh) considered them all equal.,"[ص:283] قَالَ أَبُو عُبَيْدٍ: فَجَعَلَهُمْ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ شَيْئًا وَاحِدًا،"
"He said: All these traditions act as abrogating texts for the provision of emigration (hijra)* as well as for the tradition with the words, “They have no claim in the spoils or booty”.","قَالَ: فَكُلُّ هَذِهِ الْأَحَادِيثِ نَاسِخَةٌ لِلْهِجْرَةِ، وَلِلْحَدِيثِ الْأَوَّلِ: قَوْلُهُ وَلَيْسَ لَهُمْ فِي الْغَنِيمَةِ وَالْفَيْءِ شَيْءٌ"
"Likewise, the verse about “blood relations” has abrogated the verse, “As to those who believed but did not emigrate ye owe no duty of protection to them until they emigrate”/” And, the verse of sural al-Hashr (“And those who came after them say”) has abrogated the latter.","كَمَا نَسَخَتْ آيَةُ ذَوِي الْأَرْحَامِ قَوْلُهُ: {مَا لَكُمْ مِنْ وَلَايَتِهِمْ مِنْ شَيْءٍ} [الأنفال: 72] وَكَذَلِكَ آيَةُ الْفَيْءِ الَّتِي فِي سُورَةِ الْحَشْرِ، قَوْلُهُ تَبَارَكَ وَتَعَالَى {وَالَّذِينَ جَاءُوا مِنْ بَعْدِهِمْ} نَاسِخَةٌ أَيْضًا لِتِلْكَ،"
"The latter is in surat al-Anfaly because the verse about anfal was revealed during Badr, while surat al-Hashr was revealed about the Banu al-Nadlr.","لِأَنَّ تِلْكَ فِي سُورَةِ الْأَنْفَالِ وَالْأَنْفَالُ نَزَلَتْ فِي بَدْرٍ، وَهَذِهِ فِي الْحَشْرِ، وَنَزَلَتِ الْحَشْرُ فِي بَنِي النَّضِيرِ."
,
This is known through the tradition of Ibn 'Abbas.,يُعْلَمُ ذَلِكَ بِحَدِيثٍ يُرْوَى عَنِ ابْنِ عَبَّاسٍ
"(557) Hushaym related to us from Aba Bishr from Sa'id ibn Jubayr, who said: “I asked Ibn 'Abbas about surat al-Anfdl and he replied that it was revealed regarding Badr.","545 - حَدَّثَنَا هُشَيْمٌ، عَنْ أَبِي بِشْرٍ، عَنْ سَعِيدِ بْنِ جُبَيْرٍ، قَالَ: سَأَلْتُ ابْنَ عَبَّاسٍ عَنْ سُورَةِ الْأَنْفَالِ، فَقَالَ: نَزَلَتْ فِي بَدْرٍ،"
"I said, ‘And surat al-Hashr? He said, ‘It was revealed about Banu al-Nadir.",قُلْتُ: فَسُورَةُ الْحَشْرِ؟ قَالَ: نَزَلَتْ فِي بَنِي النَّضِيرِ
"Abu 'Ubayd said: We, therefore, come to know that the incident of BanG al-Nadlr took place after the Battle of Badr.",قَالَ أَبُو عُبَيْدٍ: وَقَدْ عُلِمَ أَنَّ أَمْرَ بَنِي النَّضِيرِ كَانَ بَعْدَ بَدْرٍ
,
"(558) 'Abd Allah ibn Salih related to us from al-Layth ibn Sa<d from 'Uqayl from Ibn Shihab, who said: “The incident of Banu al-Nadlr took place six months after the Battle of Badr.","546 - حَدَّثَنَا عَبْدُ اللَّهِ بْنُ صَالِحٍ، عَنِ اللَّيْثِ بْنِ سَعْدٍ، عَنْ عُقَيْلٍ، عَنِ ابْنِ شِهَابٍ، قَالَ: كَانَتْ بَنُو النَّضِيرِ عَلَى رَأْسِ سِتَّةِ أَشْهُرٍ مِنْ وَقِيعَةِ بَدْرٍ"
AbU 'Ubayd said: The injunctions laid down for the latter abrogate those for the former.,"قَالَ أَبُو عُبَيْدٍ: فَهَذَا هُوَ النَّاسِخُ لِتِلْكَ [ص:284]،"
More elaborate and clearer than this is the directive of the Messenger of God (pbuh) regarding al-nnFallafat qulubuhum (those who had to be appeased)/’,وَمِنْ أَبْيَنِ هَذَا وَأَوْضَحِهِ فِعْلُ رَسُولِ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ وَآلِهِ وَسَلَّمَ بِالْمُؤَلَّفَةِ قُلُوبُهُمْ
,
"(559) Qabi$a related to us from Sufyan from his father from Ibn Abi Nu^ym — or AbU Na'm, the doubt coming from Qabisa - from AbU Sa'id al-Khudri, who said: “('Ali) ibn Abi Talib sent a gold nugget still having soil on it to the Messenger of God (pbuh)” — I believe, he said “from Yemen”.","حَدَّثَنَا قَبِيصَةُ، عَنْ سُفْيَانَ، عَنْ أَبِيهِ، عَنِ ابْنِ أَبِي نُعْمٍ، أَوْ عَنْ أَبِي نُعْمٍ - الشَّكُّ مِنْ قَبِيصَةَ -، عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ، قَالَ: "" بَعَثَ ابْنُ أَبِي طَالِبٍ إِلَى رَسُولِ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ بِذَهَبَةٍ فِي تُرْبَتِهَا - حَسِبْتُهُ قَالَ: مِنَ الْيَمَنُ -"
"“The Messenger of God (pbuh) divided it among al-Aqra' ibn Habis, HJyayna ibn Ha$an, Zayd al-Khayl and 'Alqama ibn 'Ulatha.","قَالَ فَقَسَمَهَا رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ بَيْنَ الْأَقْرَعِ بْنِ حَابِسٍ، وَعُيَيْنَةَ بْنِ حِصْنٍ، وَزَيْدِ الْخَيْلِ، وَعَلْقَمَةَ بْنِ عُلَاثَةَ """
"Abu 'Ubayd said: In my view, the Messenger of God (pbuh) divided it among them when they were residents of Najd and had not emigrated to Madina.","قَالَ أَبُو عُبَيْدٍ: فَأَرَى رَسُولَ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ وَقَدْ قَسَمَ لِهَؤُلَاءِ، وَهُمْ مِنْ أَهْلِ نَجْدٍ، لَيْسُوا مِمَّنْ هَاجَرَ إِلَى الْمَدِينَةِ"
