"With the Name of Allah, the All-Merciful, the Most Merciful",بسم الله الرحمن الرحيم
"Ibn Abii Al-Dunya reported from the hadith of Ibn Umar (radiyAllahu anhuma) directly from the Prophet (PBUH): “Indeed Allah has special people from His servants, they live their life in Allah’s mercy, He keeps them in good health, and take them into His Paradise. They are the ones that trials come to them as parts of the night, while they will be saved from it.”","وأخرج ابن أبي الدنيا من حديث ابن عمر مرفوعاً: "" إن لله ضنائن من عباده يغذوهم في رحمته، ويحييهم في عافية، ويتوفاهم إلى جنته، أولئك الذين تمر عليهم الفتن كقطع الليل المظلم، وهم منها في عافية ""."
"The minor trials that a person is tested with regarding his family, wealth, children and neighbour can be expiated through acts of obedience such as prayer, fasting and charity. This is what is mentioned in the hadith of Hudayfah (radiyAllahu anhu).","والفتن الصغار التي يبتلى بها المرء في أهله وماله وولده وجاره تكفرها الطاعات من الصلاة والصيام والصدقة كذا جاء في حديث حذيفة،"
"It is narrated by Hudayfah (radiyAllahu anhu) that he asked the Prophet (PBUH) [by saying]: “Indeed my tongue has a sharpness, and most of it is (used) upon my family. So he replied: “Where you are with seeking forgiveness?”","وروي عنه أنه سأل النبي (، قال: إن في لساني ذرباً، وإن عامة ذلك على أهلي. فقال له: "" أين أنت من الإستغفار؟! "".
"
"As for the trials that lead one astray [from the straight path], the trails which corruption [in the religion] is feared from, are the ones which refuge should be sought from. Death should be asked for before such trials occur. Whoever dies before the trials befall the people, Allah has preserved and protected him.","وأما الفتن المضلة التي يخشى منها فساد الدين فهي التي يستعاذ منها، ويسأل الموت قبلها، فمن مات قبل وقوعه في شيء من هذه الفتن فقد حفظه الله تعالى وحماه،"
"In the Musnad from Mahmud Ibn Labiid (radiyAllahu anhu) from the Prophet (PBUH) who said: “Two things are disliked by the son of Adam: he hates death, but death for the believer is better than the trials. He hates having less wealth, and less wealth means less to answer for [on the Day of Judgement].”","وفي المسند عن محمود بن لبيد عن النبي قال: "" اثنتان يكرههما ابن آدم: يكره الموت، والموت خير للمؤمن من الفتن، ويكره قلة المال، وقلة المال أقل للحساب ""."
The statement of the Prophet (PBUH): “I ask you for your love and the love of the one who loves you and love of those actions that will draw me closer to your love.”,"قوله : "" وأسألك حبك، وحب من يحبك، وحب العمل الذي يبلغني حبك ""."
This supplication gathers all good. Indeed all the chosen actions of the servant come from love and the ability to do good. So if the love of Allah is firm in the servant’s heart then the movements that come from his limbs are according to what Allah loves and is pleased with.,"هذا الدعاء يجمع كل خير، فإن الأفعال الاختيارية من العباد إنما تنشأ عن محبة وإرادة، فإن كانت محبة الله ثابتة في قلب العبد نشأت عنها حركات الجوارح فكانت بحسب ما يحبه الله ويرتضيه،"
"Hence the servant loves all those actions and speech which is loved by Allah. The love of Allah will lead a servant to do good and leave all evil actions. And He loves those from His creation, that love Him.","فأحب ما يحبه الله عز وجل من الأعمال والأقوال كلها، ففعل حينئذ الخيرات كلها وترك المنكرات كلها، وأحب من يحبه الله من خلقه،"
"This supplication was invoked by the Prophets ('alayhis-salaam) as in Tirmidhii that the Prophet (PBUH) said: ""That Dawud (alayhis-salaam) used to say: “O Allah, I ask you for your love, the love of those who love you, and to love those deeds that will bring me closer to your love. O Allah, make your love more beloved to me than myself, my family and even cold water.”’","وهذا الدعاء كانت الأنبياء عليهم السلام يدعون به كما في الترمذي عن النبي أن داود عليه السلام كان يقول: "" اللهم إني أسألك حبك، وحب من يحبك، وحب عمل يبلغني إلى حبك، اللهم اجعل حبك أحب إلي من نفسي وأهلي ومن الماء البارد ""."
"Also reported in Tirmidhii] is that the Prophet used to supplicate: “O Allah, bless me with your love, the love of those that love you, the love of those actions that will bring me closer to your love. O Allah, Whatever you have given from things that I love, make it a source of strength for me to gain your love, and whatever you remove from me from things that I love, then replace it with something you love.”","وفيه أيضاً أن النبي كان يدعو: "" اللهم ارزقني حبك، وحب من يحبك، وحب عمل يبلغني إلى حبك، اللهم ما رزقتني مما أحب فاجعله قوة لي فيما تحب، وما زويت عني مما أحب فاجعله فراغاً لي فيما تحب ""."
"In a mursal hadith, it has been reported by Ibn Abii Al-Dunya and others that the Prophet (PBUH) used to say: “O Allah make your love the most beloved thing to me, your fear the most feared thing to me, cut off my needs [or desire] of the world with eagerness to meet you. When the eyes of the people of the world are cooled by things from this world, make my eyes cool with your worship.”","وفي حديث مرسل خرجه ابن أبي الدنيا وغيره أن النبي (كان يقول: "" اللهم اجعل حبك أحب الأشياء إلي، وخشيتك أخوف الأشياء عندي، واقطع عني حاجات الدنيا بالشوق إلى لقائك، وإذا أقررت أعين أهل الدنيا من دنياهم فأقرر عيني من عبادتك ""."
"Whoever is only concerned with seeking the love of Allah, then Allah will give him above what he needs from the world as a result.","ومن كان همه طلب محبة الله عز وجل أعطاه الله فوق ما يريده من الدنيا تبعاً،"
"One of the Salaf said: 'When Dawud (alayhis-salam) died, Allah sent (a Messenger) to Sulayman (asking him): ‘Do you have a need that you want to ask me?’ Sulayman replied: 'I ask Allah that He make my heart love Him the same as my father Dawud use to love Him. And that He makes my heart fear Him as the heart of my father Dawud use to fear Him.’","قال بعض السلف: لما توفي داود عليه السلام أرسل الله عز وجل إلى سليمان عليه السلام: ألك حاجة تسألني إياها؟. فقال سليمان: أسأل الله أن يجعل قلبي يحبه كما كان قلب أبي داود يحبه، وأن يجعل قلبي يخشاه كما كان قلب أبي داود يخشاه."
